"Date range",Campaign,"Campaign ID","Advert Name","Advert ID",Impressions,"Social impressions","Social %",Clicks,"Social clicks",CTR,"Social CTR",CPC,CPM,Spent,"Social reach",Actions,"Page Likes","App Installs","Event Responses"
27/06/2012-24/07/2012,FRRICT,6004463931632,"Social network study",6004463932632,220859,,,38,,0.017%,,0.66,0.11,25.00,,,,,
